2009-03-30 0.0417415176356272 0.0287956574863744 0.0224114987846319 0.0266253413218745 0.0186977015383915 0.0287948911638946 0.0268267772820285 0.0371058873975449 0.0357813199632998 0.015585276091725 0.0175615362004505 0.0453888905217001 0.0546640362021132 0.0186951912724523 0.037756594337287 0.053506741196583 0.0375573120140488 0.0645766737737081 0.022425198699721 0.033479625660652 0.0392069463850703 0.0250212263848701 0.0427296312080881 0.0308091227077913 0.038603111079484 0.0299934752721872 0.0559960158566947 0.0649990000130457 0.041150975541765 0.0224881795221378 0.0349126887661256 0.0343033177787706 0.054032987865078 0.0362724124211176 0.0286402065183838 0.0284417490334298 0.0324327988891116 0.0303006656104046 0.0237258158651738 0.057290389705512
2009-03-31 0.0422545390118059 0.0286990643210008 0.023026923650583 0.0265130439757588 0.0186849201328185 0.0291674494560987 0.0269209254595542 0.0370306973227916 0.0362657839961688 0.0157565743456735 0.0173652145162247 0.0450496202680911 0.0557211990458293 0.0187684857833359 0.0370003652371187 0.0532757846198119 0.0377941538421429 0.0648668253895952 0.022349971033537 0.033783945249332 0.0393793432207495 0.0253175068966492 0.042733121218679 0.0295865054118634 0.0384065917422959 0.0299877148292823 0.0543294999571511 0.0653832650632688 0.0419466986039861 0.0221368942329726 0.0349376057247366 0.0340976861126499 0.0542190946658131 0.0360558279625253 0.0285407784806136 0.0282873854489625 0.0321560551436813 0.0306195833989537 0.026522205885138 0.0576469978333718
2009-04-01 0.0422974791557169 0.0290727112846105 0.0230080887690243 0.0272925443920238 0.0185694030473603 0.029999862082182 0.0278305196903179 0.0426595259518551 0.0381698637672089 0.015795217869869 0.0176882077528605 0.0452887389456108 0.0574635558679498 0.0187681536459742 0.0378509549859719 0.0545018939309061 0.0387003162091409 0.0674686332500328 0.0230296109749166 0.0350828527186928 0.0403035739374224 0.026090051671342 0.0435253482537715 0.0287823319138611 0.0389088339033241 0.0305336460387047 0.0542592094316704 0.0665025700443853 0.041653383033054 0.0224783369056349 0.0358442200907554 0.0342234738623377 0.0573772044323998 0.0379057318162714 0.028772537437959 0.0285814073185665 0.0354418583469013 0.0315781418773096 0.0266344478212167 0.0606616335788615
2009-04-02 0.0429796426048841 0.0288532925711567 0.023165786886598 0.0275754008774994 0.0184185905563371 0.0301491389302488 0.0278196588815009 0.0426263081744706 0.0380980094129335 0.015864778534452 0.0176434562922978 0.0454697598406659 0.0592306282335977 0.0193416623672213 0.0377633398774388 0.0544943017312441 0.0387202718491539 0.0667794946040579 0.0231407249610795 0.0348203869437634 0.0408188005085275 0.0260257834201458 0.0435017696733354 0.0288836298223813 0.0383321185310197 0.030397188647537 0.0539668900159847 0.06532441567321 0.0404126918584995 0.0229162749790767 0.0356786005984394 0.0341432251428593 0.0573744900838233 0.0376274060995712 0.0289337051651158 0.028302621218543 0.0355813288719768 0.0315998864775797 0.0267787944103182 0.0604643680979406
2009-04-03 0.0423892549002708 0.0287311610655516 0.0234517165844679 0.0264603124317781 0.0178230871619122 0.0302024037881589 0.0272241389983815 0.0433519402378472 0.0378176881943531 0.016179290741742 0.0181838078077112 0.0456955633072635 0.0591743248153636 0.0192465135509888 0.0377137748374143 0.0503138547938243 0.0378784586735887 0.0660691892424533 0.0230817449646875 0.0349551637477628 0.040450399770093 0.0252076616695865 0.0425507074506353 0.0289338543824558 0.0386348274391957 0.0301736784251106 0.0520438367019418 0.0619951961801694 0.0395699478761523 0.0227927350164713 0.034549453492153 0.0321269079088144 0.0570467676528899 0.0375448870433588 0.0289153277351988 0.0281738363366638 0.0357122409562574 0.0309013421674122 0.027045785930124 0.0592822774825635
2009-04-06 0.0417639591094004 0.0285919339794289 0.0235917450439475 0.0263856382968567 0.0177690843494782 0.0303725971654465 0.0273093754457982 0.0434301128175223 0.0382202044443103 0.0161828141241233 0.0182041076472107 0.0462404014960717 0.0595402604223695 0.0192444444991214 0.0374109738981004 0.0506735032527461 0.0381614343844724 0.0662422000719521 0.0232171396945269 0.0348109571162433 0.0411061350566438 0.0253494941968141 0.0426075190753503 0.0283291390532762 0.0387803959209557 0.030206543162019 0.0521348835183699 0.0622070496008737 0.0395917522051968 0.0226055652368681 0.0345975681838751 0.0316038237665104 0.0575652931827532 0.0374662232858681 0.0291820076292158 0.0286870193695183 0.0356258300614516 0.0309013968988231 0.0269478258116386 0.0591657723536198
2009-04-07 0.0394304104416038 0.0284355509032556 0.0232442158852713 0.0261373771928986 0.0173033670610217 0.0297465473757667 0.0289024579261995 0.0448838630913663 0.0365878079751244 0.016157660117764 0.0178136685238425 0.0462557814335705 0.0577740009021255 0.0191379045689713 0.0361668605585204 0.0498929141485171 0.0382268548049579 0.0649362854984665 0.0235933080898617 0.0345364809012855 0.0406057043453542 0.0244452209745811 0.0421084071998793 0.0282459699801629 0.0355992654207553 0.0296644103693758 0.0492903974782066 0.0563778731081121 0.038153894245543 0.0221934944680701 0.0339117615091911 0.031004547746496 0.0565046619683896 0.036180314963682 0.0291137547871475 0.0287348813911807 0.0352685835169807 0.0297694787381785 0.0269402761399284 0.0577912947892706
2009-04-08 0.039316655467814 0.0287448477047345 0.0235100500860716 0.0262588964844445 0.0170805435997062 0.0302242458223007 0.0288464201485233 0.045032424521388 0.0369275859303267 0.016076813135429 0.0178145565964782 0.045759863471363 0.0562371092950697 0.0185751110464353 0.0360414105481725 0.0501614903919043 0.0380824140383404 0.0657388995784865 0.0233441436835426 0.0348023730131308 0.0398301147244415 0.0240801554150702 0.042237647468676 0.028139489953143 0.0359284816862362 0.029692744387927 0.0492060382343828 0.0563748505800662 0.0379116469126382 0.0221880946717687 0.0328751667208277 0.0311569945991189 0.0558600485466118 0.0358934496117059 0.0293893970528838 0.0287532255625424 0.0352523012193413 0.0293857534754001 0.0321016094640492 0.0581330774965895
2009-04-09 0.039338545682611 0.0285180778162042 0.02393754611489 0.0263745432650722 0.0170577914559178 0.0303064357407678 0.0289546034007982 0.0450564329306759 0.0366406651472899 0.0168569757689595 0.0188140187807148 0.0460767854478819 0.0563122387207542 0.0182020743024616 0.0363246098925482 0.0513085583894716 0.0380459974438693 0.0656301500062456 0.0236194578527215 0.0346421732707258 0.0418631705627649 0.0242639556224277 0.0421769790399808 0.0279400865697152 0.0359868725031322 0.0296576899781475 0.0496050479301606 0.0575267436141206 0.0386528521458015 0.0223300689220605 0.0329056305334434 0.0312555894509642 0.0565968411439965 0.0364076376078414 0.0295303845300584 0.0286864646971 0.0354250279308035 0.0288665562303651 0.0330000800135527 0.05780971087282
2009-04-14 0.0393370577518875 0.028389746802112 0.0238622422353011 0.0264012794326031 0.017033475445955 0.0302561541301686 0.0292695621058371 0.0449353416351766 0.0364033307932294 0.0164553265182881 0.0187023613418884 0.045707266630765 0.0561457721609796 0.0180854230100289 0.0362772789160442 0.0505069956027387 0.0379299797685621 0.065833736753305 0.0239837158619486 0.0347022695089867 0.0417396214944159 0.0242412686732158 0.0421841607289161 0.0281871157255314 0.0363671472149488 0.0294733190209996 0.0487691617298086 0.0559169207179579 0.0387671638662091 0.0224248823818099 0.0327798594255362 0.0308986267920605 0.0568491644306929 0.0362274669932576 0.0297614843230389 0.0285781301201754 0.0351348205229831 0.0296080145781048 0.0328507841087632 0.0578146428120293
2009-04-15 0.0403456137051916 0.028372385803159 0.0239030254444922 0.0263027504187593 0.0171429110600094 0.0302599110923609 0.0292359622260744 0.0452187761086057 0.0364154233572677 0.0165926866321309 0.0185603869270658 0.0457373686979266 0.0561142774700052 0.0171518668221743 0.0361662161190485 0.0504107125547565 0.0377949370231649 0.0659704300864012 0.0240238161256093 0.0347271220259646 0.0417168833502657 0.0242268963084009 0.0426845658095394 0.0282639955811786 0.035756634612877 0.0322438909772514 0.0489032835571859 0.0557615966009274 0.0393063523436932 0.0222974126530955 0.0327999925457995 0.0307799669830913 0.05705571548285 0.0361333981160398 0.0292439260003425 0.0285340885539027 0.0351565526685761 0.0296700914701346 0.0328777436631407 0.0578650071686331
2009-04-16 0.0408369650239667 0.0277202852709506 0.0237560080232921 0.0258619153780694 0.0181214768850923 0.0305070635436766 0.0295097513117713 0.0458316473041067 0.0361128376452184 0.0165944798945758 0.018924066118397 0.0460805524985297 0.0571508221557068 0.0172749276691486 0.0354802554508453 0.0503532754736039 0.0367904839907956 0.0658378063427022 0.0241417257909171 0.0341160407553742 0.0410186000499332 0.0243193360447213 0.0410622392689833 0.0280355457383176 0.0352863862935305 0.0332614668646817 0.0490802592635663 0.055866392514133 0.0382319535148455 0.0223603603147897 0.0317077665435099 0.030859168880139 0.0557071799937623 0.0356209616977778 0.0291204214140558 0.0288184840120543 0.0355142635760411 0.0299223999017767 0.0328907735451842 0.0570537648031182
2009-04-17 0.0424555012358645 0.0281786961154788 0.0240739975716846 0.0261950933351818 0.0182324738644867 0.0312192812010691 0.0287236810356963 0.0476926425207234 0.0367876724842977 0.0163639239981285 0.0190545886453243 0.0467460326979577 0.059409743633251 0.0172145679482485 0.0369843471980614 0.0520077791966304 0.0379170480509427 0.0669545945158512 0.0240203804989911 0.0350523636766522 0.042565344983378 0.0242514610229742 0.0416425971893474 0.028685094537242 0.0367669489742302 0.0336692630803011 0.0486613863393372 0.0568743263146486 0.0388343837689801 0.0223453437212308 0.0317331145468081 0.0312711903722482 0.0560717887025065 0.0363199832375555 0.0296434455224431 0.0289277458001548 0.0362045512895584 0.0315773161919277 0.0330025596247475 0.0593069368785691
2009-04-20 0.0425374799221254 0.0280066297288336 0.0240644363308093 0.0259228492223542 0.0182874907432194 0.0301007489340075 0.0296000335323742 0.0476387509651287 0.0343780596501595 0.0162612301318692 0.019069198213339 0.0468608754607439 0.0585110292705181 0.0176270914689892 0.0362692490606769 0.0519439015756418 0.0374778746162241 0.066907038938043 0.0240308372160846 0.0341511721527696 0.0417804740140754 0.0242505805271988 0.0413335450802689 0.0287483710934591 0.0366305354228052 0.0338100453461459 0.0491852221592232 0.056752880185787 0.0376943965902552 0.0220936030402277 0.027762330898176 0.0313788582290969 0.0551954486363239 0.0357758710218202 0.0292370071093969 0.0296025130762344 0.0363623620586046 0.0313612524747307 0.032964477302283 0.058651893772436
